env_id,generation,mean,std
Acrobot-v1,0,-96.6,17.431580536486067
Acrobot-v1,1,-86.2,6.381222453417529
Acrobot-v1,2,-81.2,6.2912637840103285
Acrobot-v1,3,-78.72,6.894345509183588
Acrobot-v1,4,-77.44000000000001,6.538195469699567
Acrobot-v1,5,-75.96000000000001,5.256234393555903
Acrobot-v1,6,-75.52000000000001,5.545448584199477
Acrobot-v1,7,-74.32000000000001,3.2729191862922637
Acrobot-v1,8,-73.67999999999999,3.3214454684670063
Acrobot-v1,9,-72.36,2.688494002225041
Acrobot-v1,10,-71.92,2.0029977533686867
Acrobot-v1,11,-71.4,2.0688160865577223
Acrobot-v1,12,-70.88,2.3177575369309023
Acrobot-v1,13,-70.8,2.275961335348209
Acrobot-v1,14,-69.84,2.703331278256514
Acrobot-v1,15,-68.36,0.9316651759081667
Acrobot-v1,16,-68.28,0.8786353054595485
Acrobot-v1,17,-68.28,0.8786353054595485
Acrobot-v1,18,-68.28,0.8786353054595485
Acrobot-v1,19,-67.64,1.5192103211866321
Acrobot-v1,20,-67.64,1.5192103211866321
Acrobot-v1,21,-67.03999999999999,1.0807404868885058
Acrobot-v1,22,-67.03999999999999,1.0807404868885058
Acrobot-v1,23,-67.03999999999999,1.0807404868885058
Acrobot-v1,24,-66.8,1.11355287256601
Acrobot-v1,25,-66.72,1.1454256850621147
Acrobot-v1,26,-66.72,1.1454256850621147
Acrobot-v1,27,-66.72,1.1454256850621147
Acrobot-v1,28,-66.72,1.1454256850621147
Acrobot-v1,29,-66.64000000000001,1.0807404868885022
Acrobot-v1,30,-66.64000000000001,1.0807404868885022
Acrobot-v1,31,-66.64000000000001,1.0807404868885022
Acrobot-v1,32,-66.64000000000001,1.0807404868885022
Acrobot-v1,33,-66.56,1.134900876728886
Acrobot-v1,34,-66.56,1.134900876728886
Acrobot-v1,35,-66.16,0.7127411872482233
Acrobot-v1,36,-65.92,1.1189280584559524
Acrobot-v1,37,-65.92,1.1189280584559524
Acrobot-v1,38,-65.64000000000001,1.366747965061591
Acrobot-v1,39,-65.6,1.3416407864998758
Acrobot-v1,40,-65.6,1.3416407864998758
Acrobot-v1,41,-65.6,1.3416407864998758
Acrobot-v1,42,-65.6,1.3416407864998758
Acrobot-v1,43,-65.52000000000001,1.3754999091239533
Acrobot-v1,44,-65.52000000000001,1.3754999091239533
Acrobot-v1,45,-65.52000000000001,1.3754999091239533
Acrobot-v1,46,-65.52000000000001,1.3754999091239533
Acrobot-v1,47,-65.52000000000001,1.3754999091239533
Acrobot-v1,48,-65.52000000000001,1.3754999091239533
Acrobot-v1,49,-65.52000000000001,1.3754999091239533
Acrobot-v1,50,-65.52000000000001,1.3754999091239533
Acrobot-v1,51,-65.52000000000001,1.3754999091239533
Acrobot-v1,52,-65.47999999999999,1.3535139452550866
Acrobot-v1,53,-65.47999999999999,1.3535139452550866
Acrobot-v1,54,-65.47999999999999,1.3535139452550866
Acrobot-v1,55,-65.47999999999999,1.3535139452550866
Acrobot-v1,56,-65.47999999999999,1.3535139452550866
Acrobot-v1,57,-65.47999999999999,1.3535139452550866
Acrobot-v1,58,-65.47999999999999,1.3535139452550866
Acrobot-v1,59,-65.47999999999999,1.3535139452550866
Acrobot-v1,60,-65.47999999999999,1.3535139452550866
Acrobot-v1,61,-65.2,1.3638181696985872
Acrobot-v1,62,-65.2,1.3638181696985872
Acrobot-v1,63,-65.2,1.3638181696985872
Acrobot-v1,64,-65.2,1.3638181696985872
Acrobot-v1,65,-65.2,1.3638181696985872
Acrobot-v1,66,-65.2,1.3638181696985872
Acrobot-v1,67,-65.2,1.3638181696985872
Acrobot-v1,68,-65.16,1.3371611720357433
Acrobot-v1,69,-65.16,1.3371611720357433
Acrobot-v1,70,-65.16,1.3371611720357433
Acrobot-v1,71,-65.12,1.2617448236470012
Acrobot-v1,72,-65.12,1.2617448236470012
Acrobot-v1,73,-65.12,1.2617448236470012
Acrobot-v1,74,-65.12,1.2617448236470012
Acrobot-v1,75,-65.12,1.2617448236470012
Acrobot-v1,76,-65.12,1.2617448236470012
Acrobot-v1,77,-65.12,1.2617448236470012
Acrobot-v1,78,-65.12,1.2617448236470012
Acrobot-v1,79,-65.03999999999999,1.1171392035015115
Acrobot-v1,80,-65.03999999999999,1.1171392035015115
Acrobot-v1,81,-64.96000000000001,1.0620734437881363
Acrobot-v1,82,-64.96000000000001,1.0620734437881363
Acrobot-v1,83,-64.92,0.9859006035093014
Acrobot-v1,84,-64.92,0.9859006035093014
Acrobot-v1,85,-64.92,0.9859006035093014
Acrobot-v1,86,-64.92,0.9859006035093014
Acrobot-v1,87,-64.92,0.9859006035093014
Acrobot-v1,88,-64.92,0.9859006035093014
Acrobot-v1,89,-64.92,0.9859006035093014
Acrobot-v1,90,-64.92,0.9859006035093014
Acrobot-v1,91,-64.72,0.6572670690062016
Acrobot-v1,92,-64.72,0.6572670690062016
Acrobot-v1,93,-64.72,0.6572670690062016
Acrobot-v1,94,-64.72,0.6572670690062016
Acrobot-v1,95,-64.72,0.6572670690062016
Acrobot-v1,96,-64.72,0.6572670690062016
Acrobot-v1,97,-64.72,0.6572670690062016
Acrobot-v1,98,-64.72,0.6572670690062016
Acrobot-v1,99,-64.72,0.6572670690062016
